Married,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,user,sensitive,label
1,3,1760,790,0,0,5,1420,130,2,8,1,15558,0,0
1,2,270,210,3,2,2,260,60,0,0,0,15559,0,1
1,2,4300,310,0,0,0,4070,180,0,0,0,15560,0,1
1,3,12230,610,0,0,3,11520,610,0,0,0,15561,0,1
1,3,3340,160,0,3,0,3010,160,0,0,0,15562,0,1
1,2,650,40,0,0,6,630,40,1,2,1,15563,0,0
0,3,100,80,1,6,0,90,30,1,2,1,15564,1,1
1,2,130,60,2,6,0,10,60,1,2,1,15565,0,1
0,1,1490,140,0,0,4,1330,60,0,0,0,15566,1,0
0,3,9080,920,0,0,0,9080,320,0,0,0,15567,1,1
0,2,2920,460,0,0,2,2920,460,0,0,0,15568,1,1
1,3,1380,1380,4,6,0,640,650,0,0,0,15569,0,1
1,3,2100,180,0,0,0,1900,0,1,12,1,15570,0,1
1,3,180,180,3,6,0,60,180,0,0,0,15571,0,1
1,2,100,100,2,6,0,20,20,0,0,0,15572,0,1
1,1,8060,580,0,0,6,7980,280,1,2,1,15573,0,1
1,2,1260,70,0,0,2,1230,60,0,0,0,15574,0,0
0,2,3510,2010,1,0,5,1580,2010,1,2,1,15575,1,0
1,3,840,140,2,6,0,840,130,0,0,0,15576,0,1
1,2,70,70,1,6,0,40,40,0,0,0,15577,0,1
0,1,3820,270,0,0,6,3620,140,1,2,1,15578,1,1
1,2,1360,1360,3,6,0,10,30,0,0,0,15579,0,0
1,2,1120,150,0,6,0,910,0,1,8,1,15580,0,0
1,2,1880,100,0,0,5,1850,70,0,0,0,15581,0,1
1,3,7880,310,0,0,0,7860,310,0,0,0,15582,0,1
1,1,610,140,0,0,6,490,140,1,5,1,15583,0,0
1,2,410,410,2,6,0,120,170,0,0,0,15584,0,1
1,3,2460,200,0,6,0,2140,200,1,12,1,15585,0,0
0,3,7600,610,0,1,5,6840,570,0,0,0,15586,1,1
0,2,1450,460,1,1,2,1400,240,0,0,0,15587,1,1
1,3,2380,150,0,0,0,1920,150,0,0,0,15588,0,1
1,1,3160,3160,3,5,0,930,1170,0,0,0,15589,0,1
0,2,3390,80,0,0,1,3390,80,0,0,0,15590,1,1
1,2,190,130,3,6,0,0,40,0,0,0,15591,0,1
1,2,940,90,0,0,6,900,40,0,0,0,15592,0,1
1,3,14340,640,0,0,0,14000,520,1,6,1,15593,0,0
1,3,1630,190,0,2,0,1500,150,0,0,0,15594,0,1
1,3,570,60,0,6,0,460,60,0,0,0,15595,0,1
0,1,1030,50,0,0,6,1000,50,0,0,0,15596,1,1
0,2,380,60,0,0,0,290,0,2,7,1,15597,1,0
0,3,610,60,0,0,6,590,50,1,2,1,15598,1,1
1,1,1490,120,0,0,0,1490,60,2,6,1,15599,0,0
1,2,40,40,0,6,0,40,40,0,0,0,15600,0,1
0,2,2730,140,0,0,4,2680,100,0,0,0,15601,1,1
0,2,30,30,2,6,0,0,30,2,6,1,15602,1,0
0,1,410,410,1,3,0,380,0,0,0,0,15603,1,1
0,2,50,50,1,6,0,30,30,0,0,0,15604,1,1
1,2,600,600,1,3,1,600,0,0,0,0,15605,0,1
0,2,3680,170,0,0,6,3670,170,0,0,0,15606,1,0
0,2,780,600,2,2,0,570,310,0,0,0,15607,1,1
0,3,40,40,1,6,0,10,10,0,0,0,15608,1,1
0,3,370,370,1,6,0,0,0,0,0,0,15609,1,1
0,3,300,80,0,2,1,300,40,0,0,0,15610,1,1
0,2,1060,1210,2,6,0,20,1210,0,0,0,15611,1,1
1,1,50,50,2,6,0,20,20,0,0,0,15612,0,1
1,2,3740,150,0,0,6,3700,140,0,0,0,15613,0,1
0,3,2910,520,0,0,3,2810,120,1,8,1,15614,1,1
0,2,490,490,1,5,0,170,60,2,4,1,15615,1,0
0,3,500,500,2,4,1,0,0,0,0,0,15616,1,1
0,2,0,0,0,6,0,0,0,0,0,0,15617,1,1
0,1,260,220,3,6,0,100,210,0,0,0,15618,1,0
0,3,1710,700,1,4,0,1630,150,0,0,0,15619,1,1
1,2,690,60,0,6,0,690,60,0,0,0,15620,0,1
0,3,2350,90,0,4,0,2350,90,0,0,0,15621,1,1
0,2,320,340,2,6,0,230,80,0,0,0,15622,1,1
0,2,20,20,2,6,0,10,20,1,2,1,15623,1,1
0,3,10,10,2,6,0,0,10,1,1,1,15624,1,0
1,2,2650,150,2,2,4,2650,120,0,0,0,15625,0,1
0,2,310,140,1,6,0,310,0,1,4,1,15626,1,1
0,3,340,340,2,6,0,80,340,0,0,0,15627,1,1
1,2,300,310,3,6,0,70,0,2,4,1,15628,0,1
1,2,240,240,2,6,0,10,240,1,2,1,15629,0,1
1,2,1900,70,0,0,0,1900,60,0,0,0,15630,0,1
0,3,1340,150,0,6,0,1340,150,0,0,0,15631,1,1
0,2,30,30,3,6,0,0,30,2,3,1,15632,1,0
0,2,1810,80,0,0,0,1630,60,0,0,0,15633,1,1
1,3,420,420,3,6,0,170,370,0,0,0,15634,0,1
1,2,3650,3560,1,4,0,90,30,0,0,0,15635,0,1
0,3,1570,120,0,0,1,1570,60,0,0,0,15636,1,1
0,2,760,60,0,4,0,760,60,0,0,0,15637,1,1
0,3,1100,1100,2,6,0,40,40,1,2,1,15638,1,0
1,2,8440,1040,0,0,6,8440,340,1,2,1,15639,0,1
0,3,640,150,0,6,0,470,60,0,0,0,15640,1,1
1,2,7740,5800,1,1,3,7740,310,0,0,0,15641,0,1
1,2,870,840,1,6,0,30,0,0,0,0,15642,0,1
1,2,2680,90,0,4,0,2650,90,0,0,0,15643,0,1
1,2,1910,1310,3,5,0,0,670,1,1,1,15644,0,1
1,1,0,150,1,6,0,0,0,1,1,1,15645,0,1
1,2,1600,1880,1,6,0,1600,60,0,0,0,15646,0,1
0,2,590,30,0,6,0,590,30,0,0,0,15647,1,1
1,2,5860,270,0,0,6,5730,250,0,0,0,15648,0,1
1,2,810,80,0,6,0,810,80,0,0,0,15649,0,1
1,2,440,3100,2,6,0,180,50,0,0,0,15650,0,1
1,2,2790,220,0,0,6,2770,0,1,7,1,15651,0,1
0,2,8470,370,0,0,4,8200,310,0,0,0,15652,1,1
1,2,250,50,1,6,0,250,0,0,0,0,15653,0,1
0,3,400,370,1,6,0,10,10,0,0,0,15654,1,1
1,2,1420,150,0,1,0,1260,60,1,2,1,15655,0,0
1,1,1190,610,0,0,0,1190,310,0,0,0,15656,0,1
1,3,3070,3100,3,5,0,440,3100,0,0,0,15657,0,1
1,2,4450,4520,1,1,0,2980,120,0,0,0,15658,0,1
1,1,320,320,1,6,0,100,10,0,0,0,15659,0,1
0,2,10,20,2,6,0,0,10,1,1,1,15660,1,1
1,2,140,140,4,6,0,50,140,0,0,0,15661,0,1
0,2,3340,210,0,0,3,3340,120,0,0,0,15662,1,1
0,2,280,40,0,0,4,280,0,1,3,1,15663,1,0
1,2,4550,370,0,0,3,4130,370,0,0,0,15664,0,1
1,1,950,90,1,3,0,890,90,0,0,0,15665,0,1
0,1,4070,180,0,0,6,4060,180,1,3,1,15666,1,1
0,3,1380,980,1,1,1,1380,150,0,0,0,15667,1,1
0,3,1240,1230,4,6,0,220,490,0,0,0,15668,1,1
0,3,110,110,2,6,0,0,0,0,0,0,15669,1,1
0,2,4210,4370,1,2,2,40,0,0,0,0,15670,1,1
1,1,2020,920,1,0,1,860,920,2,4,1,15671,0,0
0,2,410,70,0,0,0,330,50,1,11,1,15672,1,0
1,3,20,4710,2,6,0,20,0,2,4,1,15673,0,1
0,3,530,230,2,6,0,530,0,1,5,1,15674,1,1
0,2,590,580,3,3,0,0,0,2,5,1,15675,1,0
0,3,1560,80,0,0,6,1510,60,0,0,0,15676,1,1
0,3,750,50,0,0,1,750,50,1,5,1,15677,1,1
0,3,1420,1370,1,4,0,80,1370,0,0,0,15678,1,1
0,3,70,40,1,6,0,70,0,0,0,0,15679,1,1
0,3,1060,4270,4,6,0,420,1060,0,0,0,15680,1,1
0,2,350,290,2,4,0,0,40,2,5,1,15681,1,0
0,2,5690,5690,3,4,0,680,1580,0,0,0,15682,1,1
0,1,580,50,0,0,1,580,0,2,5,1,15683,1,1
0,2,3630,150,0,3,0,3630,150,0,0,0,15684,1,1
0,3,0,0,0,6,0,0,0,1,1,1,15685,1,1
0,2,5680,5010,1,3,2,700,5010,0,0,0,15686,1,1
0,2,310,200,1,1,2,290,30,0,0,0,15687,1,1
0,2,4740,3050,1,2,0,950,310,0,0,0,15688,1,0
0,2,150,60,0,6,0,150,50,0,0,0,15689,1,0
0,2,550,60,0,0,4,460,60,1,2,1,15690,1,1
0,3,310,50,0,0,4,190,30,0,0,0,15691,1,0
0,2,10,30,4,6,0,10,0,0,0,0,15692,1,1
0,3,6520,3050,0,0,0,3360,3050,0,0,0,15693,1,1
0,3,50,90,4,6,0,0,0,1,1,1,15694,1,1
0,2,80,80,0,6,0,80,80,0,0,0,15695,1,1
0,3,2370,130,0,0,5,2260,100,0,0,0,15696,1,0
1,2,1240,100,0,3,0,1200,80,0,0,0,15697,0,1
0,2,5390,5190,1,4,0,990,50,0,0,0,15698,1,1
1,2,660,30,0,0,6,660,0,1,10,1,15699,0,1
1,3,5970,310,1,3,0,5730,210,1,4,1,15700,0,0
1,3,160,180,3,6,0,20,0,0,0,0,15701,0,1
0,1,5420,240,0,0,4,5270,240,0,0,0,15702,1,1
0,2,300,40,0,0,6,300,30,0,0,0,15703,1,1
0,1,1040,1040,1,6,0,530,510,1,2,1,15704,1,1
0,2,1520,90,0,2,4,1460,90,0,0,0,15705,1,1
1,2,470,70,2,6,0,470,0,0,0,0,15706,0,1
1,2,110,110,1,6,0,110,0,2,5,1,15707,0,1
1,3,2440,150,0,2,0,2090,120,0,0,0,15708,0,1
1,2,1130,80,0,6,0,1030,60,0,0,0,15709,0,1
1,3,20,20,3,6,0,0,10,1,1,1,15710,0,1
1,3,280,280,2,6,0,180,20,0,0,0,15711,0,1
1,2,0,0,0,6,0,0,0,0,0,0,15712,0,1
1,2,280,280,2,1,1,100,220,0,0,0,15713,0,1
1,3,470,470,3,6,0,260,470,0,0,0,15714,0,1
1,3,6890,6890,3,5,1,330,0,0,0,0,15715,0,1
0,2,1080,90,0,2,0,480,50,0,0,0,15716,1,1
1,2,540,310,4,6,0,200,250,0,0,0,15717,0,1
0,3,1540,220,0,0,2,1540,100,1,2,1,15718,1,0
1,2,6180,120,0,0,0,6180,120,0,0,0,15719,0,1
1,2,180,40,1,6,0,180,0,0,0,0,15720,0,1
1,3,20,20,1,6,0,0,20,1,1,1,15721,0,1
1,2,7780,330,0,0,4,7780,270,0,0,0,15722,0,1
1,0,4700,3070,1,2,2,2110,3070,0,0,0,15723,0,1
0,2,4350,380,0,0,6,4200,180,1,2,1,15724,1,1
0,2,940,60,0,0,5,870,60,0,0,0,15725,1,1
1,2,560,50,0,0,4,440,50,2,4,1,15726,0,0
0,2,1550,1280,1,0,3,1550,70,0,0,0,15727,1,1
0,3,1120,160,0,1,0,1120,160,0,0,0,15728,1,1
0,2,1840,80,0,0,3,1840,80,0,0,0,15729,1,0
1,3,10,10,0,6,0,10,10,0,0,0,15730,0,1
1,3,1540,1540,2,5,0,70,0,0,0,0,15731,0,1
1,2,840,30,0,5,0,840,0,1,3,1,15732,0,1
0,2,590,50,0,0,1,590,50,0,0,0,15733,1,1
1,2,600,70,0,1,2,600,50,0,0,0,15734,0,1
0,2,1510,240,1,1,3,1510,0,1,3,1,15735,1,0
1,3,4660,200,0,0,6,4480,200,0,0,0,15736,0,1
0,2,610,790,4,6,0,610,110,0,0,0,15737,1,1
0,2,4240,200,0,0,5,4120,200,0,0,0,15738,1,1
0,3,130,130,3,6,0,30,50,0,0,0,15739,1,1
0,2,4460,370,0,0,6,4200,370,1,9,1,15740,1,1
1,3,9390,100,3,5,1,9390,0,0,0,0,15741,0,1
0,2,1550,1370,1,2,0,220,90,0,0,0,15742,1,1
0,3,180,180,4,6,0,0,10,0,0,0,15743,1,1
0,1,1280,930,0,0,6,1280,0,1,3,1,15744,1,0
0,2,890,280,0,0,0,710,280,0,0,0,15745,1,1
1,2,860,160,0,1,4,860,0,1,3,1,15746,0,1
0,2,2980,150,0,0,6,2950,0,1,3,1,15747,1,1
1,2,580,50,0,0,5,490,20,2,5,1,15748,0,1
0,3,40,40,2,6,0,20,40,1,2,1,15749,1,1
0,3,2110,310,0,0,0,1840,90,1,2,1,15750,1,1
0,3,610,130,0,0,5,530,60,1,2,1,15751,1,0
0,2,920,910,1,4,2,10,0,1,9,1,15752,1,1
0,3,1990,1990,1,1,1,200,1990,0,0,0,15753,1,1
0,1,350,390,3,6,0,240,40,0,0,0,15754,1,1
0,1,1850,90,0,0,3,1850,90,0,0,0,15755,1,1
0,2,2370,110,0,0,4,1850,70,1,4,1,15756,1,1
1,2,4660,130,0,2,4,2410,130,1,10,1,15757,0,0
0,3,560,90,1,1,3,430,50,1,2,1,15758,0,0
0,2,910,480,1,4,0,910,100,1,8,1,15759,1,1
0,2,430,140,0,0,0,200,100,2,9,1,15760,1,0
0,3,890,1380,3,4,0,60,10,0,0,0,15761,1,1
1,2,1860,850,1,1,2,1770,150,1,6,1,15762,0,0
0,2,2980,220,0,0,6,2770,150,1,12,1,15763,1,1
0,1,300,80,0,6,0,170,30,0,0,0,15764,1,1
0,1,540,210,0,0,0,290,50,1,14,1,15765,1,0
0,3,230,30,0,0,0,190,20,1,9,1,15766,1,1
0,2,280,40,0,0,3,160,40,1,2,1,15767,1,1
0,1,1070,120,0,0,0,1070,50,0,0,0,15768,1,0
0,2,0,0,0,6,0,0,0,0,0,0,15769,1,1
0,2,830,60,0,0,6,810,50,0,0,0,15770,1,0
0,1,1910,200,0,0,0,1680,60,1,2,1,15771,1,1
0,1,950,80,0,0,6,950,0,2,8,1,15772,1,0
0,2,1890,1680,1,2,0,490,120,0,0,0,15773,1,1
0,2,1690,130,0,0,0,1550,70,1,12,1,15774,1,0
1,2,780,30,0,4,0,770,30,0,0,0,15775,0,1
0,2,1980,760,2,3,2,1980,70,0,0,0,15776,1,1
0,2,320,40,0,1,5,260,40,1,7,1,15777,1,0
0,2,420,50,0,0,0,390,0,1,13,1,15778,1,0
0,2,380,200,1,6,0,380,90,0,0,0,15779,1,1
0,3,3550,180,0,0,3,3550,170,0,0,0,15780,1,1
0,2,670,320,1,6,0,370,310,0,0,0,15781,1,1
0,2,2430,90,0,0,4,2380,90,0,0,0,15782,1,1
0,2,1480,90,0,0,1,1480,50,1,2,1,15783,1,1
0,3,1550,90,0,0,6,1550,0,2,8,1,15784,1,0
1,2,180,180,3,6,0,40,40,0,0,0,15785,0,1
0,2,1250,190,0,3,1,1250,50,0,0,0,15786,0,1
0,2,3220,120,0,0,6,3220,110,0,0,0,15787,1,1
1,2,950,70,0,0,6,930,60,1,12,1,15788,0,0
0,3,1140,350,0,6,0,650,120,0,0,0,15789,1,1
0,2,1250,60,0,0,0,1120,60,0,0,0,15790,1,1
0,3,1610,140,0,0,0,1270,90,0,0,0,15791,1,1
0,2,520,80,0,0,0,320,40,1,2,1,15792,1,0
0,2,1400,70,0,0,0,1400,70,0,0,0,15793,1,1
1,1,540,60,0,0,2,410,50,0,0,0,15794,0,1
0,2,2260,140,0,0,2,2260,90,1,4,1,15795,1,0
0,2,5980,260,0,0,6,5970,220,0,0,0,15796,1,1
0,2,1500,610,0,0,4,1470,60,0,0,0,15797,1,1
1,2,1590,60,0,0,3,1590,0,1,3,1,15798,0,1
0,2,550,70,0,0,4,420,50,1,2,1,15799,1,1
0,3,1140,50,0,0,0,1050,0,1,3,1,15800,1,1
0,2,1080,450,0,4,0,1080,310,0,0,0,15801,1,1
0,2,5420,240,0,0,6,5420,240,1,2,1,15802,1,1
0,2,2180,180,0,0,6,1870,90,0,0,0,15803,1,1
0,2,2680,100,0,2,2,2680,100,0,0,0,15804,1,1
1,1,940,110,0,0,6,840,110,1,2,1,15805,0,1
0,3,2540,90,0,0,3,2480,90,0,0,0,15806,1,1
0,2,6010,340,0,0,0,6010,190,0,0,0,15807,1,1
0,2,3090,230,0,0,3,3090,0,1,7,1,15808,1,1
1,2,1990,210,0,1,0,1900,210,0,0,0,15809,0,1
0,3,300,80,0,0,4,190,40,2,4,1,15810,1,0
1,2,1470,70,0,1,3,1470,70,0,0,0,15811,0,1
0,3,130,130,3,6,0,80,0,0,0,0,15812,1,1
1,2,320,40,1,2,0,320,40,0,0,0,15813,0,0
1,2,20,20,2,6,0,10,20,1,2,1,15814,0,1
0,2,0,0,0,6,0,0,0,1,1,1,15815,1,1
0,3,160,140,2,6,0,160,50,0,0,0,15816,1,1
1,2,3930,310,0,0,0,3500,150,0,0,0,15817,0,1
0,2,2270,110,0,6,0,2270,110,0,0,0,15818,1,1
0,3,30,30,3,6,0,0,30,1,1,1,15819,1,1
0,3,840,60,0,0,5,720,40,1,2,1,15820,1,1
0,3,30,60,4,6,0,0,0,0,0,0,15821,1,1
1,1,630,140,0,0,5,470,60,1,2,1,15822,0,0
1,2,1530,950,1,0,2,1530,50,1,2,1,15823,0,1
0,2,250,140,1,6,0,120,0,1,9,1,15824,1,1
0,2,590,50,0,0,4,520,50,0,0,0,15825,1,1
0,2,1480,100,0,0,6,1480,60,1,10,1,15826,1,0
0,2,2470,120,0,0,6,2470,90,0,0,0,15827,1,1
0,3,470,470,3,6,0,140,400,0,0,0,15828,1,1
1,2,1000,760,1,0,5,890,50,0,0,0,15829,0,1
0,2,1750,50,0,4,0,1750,50,0,0,0,15830,1,1
0,3,120,0,0,6,0,120,0,1,5,1,15831,1,0
0,2,1040,60,0,0,0,1040,50,0,0,0,15832,1,1
0,3,830,610,0,6,0,830,610,0,0,0,15833,1,1
0,2,80,0,0,6,0,80,0,1,4,1,15834,1,0
0,3,130,100,1,6,0,0,100,2,3,1,15835,1,1
0,2,1550,90,0,0,4,1550,50,0,0,0,15836,1,1
0,3,2260,1980,2,4,0,480,10,0,0,0,15837,1,1
0,2,1880,460,0,6,0,1790,180,0,0,0,15838,1,1
0,2,4820,220,0,0,6,4780,210,1,3,1,15839,1,1
1,2,470,470,1,6,0,160,470,0,0,0,15840,0,1
0,2,4010,4010,2,5,0,70,70,0,0,0,15841,1,1
0,2,6230,550,0,0,5,5590,210,2,8,1,15842,1,0
0,2,1340,180,0,0,0,1050,120,1,6,1,15843,1,0
1,2,180,180,2,6,0,60,50,0,0,0,15844,0,1
0,2,220,180,1,6,0,70,60,0,0,0,15845,1,1
0,2,340,200,1,6,0,50,200,0,0,0,15846,1,0
1,2,6060,280,0,0,2,6020,280,0,0,0,15847,0,1
0,2,2160,100,0,0,6,2090,90,0,0,0,15848,1,1
1,3,3390,350,0,0,4,3340,350,1,2,1,15849,0,1
0,3,1590,130,0,0,6,1590,0,1,11,1,15850,1,0
0,3,1350,100,1,4,2,1340,50,1,3,1,15851,1,1
0,2,920,110,0,0,0,770,110,1,4,1,15852,1,1
0,2,1970,300,0,0,6,1730,60,1,16,1,15853,1,0
1,2,2610,120,0,0,0,2350,110,0,0,0,15854,0,1
0,2,3770,280,0,0,2,3480,170,1,12,1,15855,1,0
0,2,630,100,0,0,0,540,100,1,6,1,15856,1,1
0,2,380,360,1,6,0,380,30,0,0,0,15857,1,1
1,2,3010,80,0,0,4,1490,60,0,0,0,15858,0,1
0,3,560,560,3,6,0,0,560,1,1,1,15859,1,1
0,3,770,500,0,6,0,270,150,0,0,0,15860,1,1
0,2,550,100,0,0,0,410,100,1,6,1,15861,1,0
1,2,2580,240,0,0,4,2250,80,1,6,1,15862,0,0
1,2,1740,160,0,0,0,1600,160,1,4,1,15863,0,1
1,2,940,110,0,0,5,830,70,1,2,1,15864,0,1
0,3,270,280,2,6,0,30,280,1,2,1,15865,1,1
0,3,100,40,1,6,0,100,20,1,4,1,15866,1,1
0,2,3990,240,0,0,6,3790,120,1,10,1,15867,1,0
0,3,1760,170,1,5,0,1760,60,0,0,0,15868,1,1
0,3,4430,1830,0,0,0,3210,980,0,0,0,15869,1,1
0,2,10410,2440,0,0,1,8090,280,0,0,0,15870,1,1
0,2,690,80,0,0,0,590,50,1,12,1,15871,1,1
0,3,3290,120,0,0,1,3290,110,0,0,0,15872,1,1
0,3,1360,310,0,0,0,1040,120,0,0,0,15873,1,1
0,2,540,50,0,0,0,410,50,0,0,0,15874,1,1
0,3,2400,110,0,0,0,2260,0,1,3,1,15875,1,0
0,2,820,50,0,3,0,820,50,0,0,0,15876,1,1
0,1,0,0,0,6,0,0,0,0,0,0,15877,1,0
1,1,2020,90,0,0,2,1950,90,0,0,0,15878,0,0
1,3,1380,90,0,1,0,1380,90,0,0,0,15879,0,1
0,3,3390,50,0,0,1,3390,40,0,0,0,15880,1,1
0,3,190,60,0,6,0,110,30,0,0,0,15881,1,1
0,2,590,50,0,0,0,590,50,0,0,0,15882,1,1
0,2,340,60,0,6,0,330,50,1,2,1,15883,1,1
0,2,1130,160,0,0,0,990,60,0,0,0,15884,1,1
1,2,310,40,0,0,6,310,0,1,5,1,15885,0,1
0,2,40,40,3,6,0,30,40,1,2,1,15886,1,1
0,3,3990,140,0,1,0,3990,140,0,0,0,15887,1,1
1,2,2270,170,0,0,5,1950,170,1,9,1,15888,0,1
0,2,1650,140,0,0,0,1460,80,1,2,1,15889,1,1
0,3,890,40,0,1,2,890,0,1,4,1,15890,1,0
0,2,2190,110,0,0,6,2080,90,0,0,0,15891,1,1
0,2,50,50,2,6,0,30,20,0,0,0,15892,1,1
0,3,3360,80,0,4,0,3360,70,1,4,1,15893,1,1
0,2,5890,150,0,0,0,5890,150,0,0,0,15894,1,1
1,2,630,90,0,0,5,450,60,1,8,1,15895,0,1
0,2,330,40,0,0,0,230,30,0,0,0,15896,1,0
0,2,560,280,2,6,0,560,0,1,3,1,15897,1,1
1,2,2990,210,0,0,6,2940,0,1,14,1,15898,0,0
1,3,260,260,2,6,0,90,260,0,0,0,15899,0,1
1,2,620,60,0,1,5,520,60,0,0,0,15900,0,1
0,2,2690,350,0,0,1,1940,150,0,0,0,15901,1,1
0,3,5950,980,0,0,2,5590,470,1,8,1,15902,1,0
0,1,1490,50,0,0,2,1470,50,1,2,1,15903,1,0
0,2,7870,3020,1,3,0,7870,400,0,0,0,15904,1,1
0,3,630,640,2,6,0,200,70,0,0,0,15905,1,1
0,2,4550,210,0,0,1,4550,200,0,0,0,15906,1,1
0,0,3350,120,0,0,3,3350,110,1,5,1,15907,1,1
1,2,1540,70,0,0,4,1510,70,0,0,0,15908,0,1
0,1,1340,100,0,0,6,1240,80,1,13,1,15909,1,1
0,2,530,150,1,6,0,530,150,0,0,0,15910,1,1
0,3,1730,500,3,5,0,1730,0,0,0,0,15911,1,1
1,1,2800,150,0,0,4,2780,110,0,0,0,15912,0,1
1,2,120,30,1,6,0,100,30,0,0,0,15913,0,0
0,3,0,0,0,6,0,0,0,0,0,0,15914,1,0
0,2,250,470,3,6,0,140,470,1,2,1,15915,1,1
1,2,560,40,0,3,2,560,40,0,0,0,15916,0,0
0,2,3840,920,0,0,0,3100,150,0,0,0,15917,1,1
1,3,4030,190,0,0,6,3920,190,0,0,0,15918,0,1
0,2,280,40,0,0,4,200,30,1,2,1,15919,1,1
0,3,2270,150,0,1,0,2270,120,0,0,0,15920,1,1
1,2,3520,150,0,0,3,3520,130,0,0,0,15921,0,1
1,2,3140,150,0,0,3,2510,0,1,8,1,15922,0,0
1,3,1660,460,0,6,0,1660,150,0,0,0,15923,0,1
1,2,1390,150,0,0,0,1150,120,1,8,1,15924,0,0
0,2,0,0,0,6,0,0,0,0,0,0,15925,1,1
1,2,3090,400,0,3,0,3090,180,0,0,0,15926,0,1
1,2,260,210,1,6,0,260,120,0,0,0,15927,0,1
1,2,6260,2590,0,0,4,5780,260,0,0,0,15928,0,1
1,2,720,50,0,0,0,630,50,1,12,1,15929,0,0
1,2,400,270,2,6,0,400,30,0,0,0,15930,0,1
0,2,3690,3150,3,0,2,1580,2380,0,0,0,15931,1,1
0,2,1770,70,0,0,2,1770,70,0,0,0,15932,1,1
0,2,770,40,0,1,2,770,40,0,0,0,15933,1,1
0,2,460,330,3,6,0,40,30,0,0,0,15934,1,1
1,2,950,110,0,0,6,880,0,1,12,1,15935,0,0
0,2,2870,640,1,3,0,1510,150,0,0,0,15936,1,1
0,2,710,90,0,0,0,560,90,1,12,1,15937,1,1
0,2,2560,240,0,4,0,2470,240,0,0,0,15938,1,1
1,2,880,70,0,0,6,850,0,2,8,1,15939,0,0
1,1,40,40,1,6,0,30,30,0,0,0,15940,0,1
0,2,3300,160,0,0,3,3300,0,1,5,1,15941,1,1
0,3,3170,3100,1,2,0,430,40,0,0,0,15942,1,1
0,3,2090,310,0,5,0,1930,250,2,4,1,15943,1,1
1,1,3130,140,0,0,6,3130,120,0,0,0,15944,0,1
0,2,1980,120,0,0,0,1980,80,0,0,0,15945,1,1
1,3,0,0,0,6,0,0,0,0,0,0,15946,0,1
1,2,70,0,0,6,0,70,0,1,28,1,15947,0,0
0,2,3650,180,0,0,6,3380,170,0,0,0,15948,1,1
0,2,2070,90,0,0,0,2050,70,0,0,0,15949,1,1
1,2,1550,40,0,0,2,1550,0,1,6,1,15950,0,0
0,1,170,30,0,4,0,170,30,0,0,0,15951,1,1
0,2,3010,1320,0,6,0,3010,780,0,0,0,15952,1,1
0,3,50,90,3,6,0,0,0,1,1,1,15953,1,1
0,3,760,60,0,0,0,660,40,1,6,1,15954,1,0
0,3,330,120,0,6,0,220,60,0,0,0,15955,1,1
1,2,1570,70,0,4,2,1540,70,0,0,0,15956,0,1
1,1,4370,420,0,0,0,3930,180,1,8,1,15957,0,0
0,2,1830,1830,3,4,0,50,100,0,0,0,15958,1,1
1,2,2000,310,0,0,6,1910,70,2,6,1,15959,0,0
0,3,6640,620,0,0,0,6640,240,0,0,0,15960,1,1
0,3,20,20,1,6,0,10,10,0,0,0,15961,1,1
0,2,5810,260,0,0,6,5740,250,0,0,0,15962,1,1
1,2,2160,100,0,0,6,2090,90,0,0,0,15963,0,1
1,2,2410,1560,1,0,5,2410,140,1,8,1,15964,0,0
0,2,960,460,0,0,0,960,50,1,2,1,15965,1,1
1,1,2710,370,0,0,4,2520,90,1,2,1,15966,0,1
0,2,910,50,0,0,6,790,40,0,0,0,15967,0,0
1,2,1550,180,0,0,0,1280,80,1,2,1,15968,0,1
1,1,650,100,0,0,6,570,100,1,8,1,15969,0,0
1,2,190,30,0,5,0,190,30,0,0,0,15970,0,0
1,1,4540,160,0,0,0,4540,160,0,0,0,15971,0,1
1,3,930,120,0,0,6,770,60,1,6,1,15972,0,0
0,2,1510,80,0,0,2,1510,0,1,3,1,15973,1,0
1,2,800,310,0,0,0,490,60,0,0,0,15974,0,1
1,1,600,150,0,2,0,330,0,2,5,1,15975,0,0
1,2,600,60,0,0,0,570,0,1,3,1,15976,0,0
1,2,2220,100,0,0,2,2220,100,0,0,0,15977,0,1
1,2,2490,140,0,0,4,2440,110,1,2,1,15978,0,0
1,1,2310,60,0,0,0,1510,60,0,0,0,15979,0,1
1,1,900,100,0,0,3,870,0,1,7,1,15980,0,1
1,2,890,80,0,0,5,720,40,1,4,1,15981,0,1
1,1,430,40,0,0,0,300,40,1,2,1,15982,0,1
1,2,420,0,0,3,0,420,0,1,11,1,15983,0,0
0,2,7150,310,0,0,5,7150,290,0,0,0,15984,1,0
1,1,10,10,1,6,0,0,0,1,1,1,15985,0,1
0,2,480,30,0,6,0,480,30,0,0,0,15986,1,1
0,2,1000,60,0,0,0,880,60,1,12,1,15987,1,0
